,CKSAAGP_postivecharger.postivecharger.gap0,DDE_RR,CKSAAP_LV.gap1,CKSAAP_LF.gap1,CKSAAGP_alphaticr.alphaticr.gap5,PAAC_Xc1.I,CKSAAGP_uncharger.alphaticr.gap5,CKSAAGP_negativecharger.alphaticr.gap4,CTDD_normwaalsvolume.3.residue25,APAAC_Pc1.D,DDE_YP,Z5__18,CTDT_charge.Tr1331,CTDD_hydrophobicity_FASG890101.3.residue75,CTDD_hydrophobicity_CASG920101.3.residue75,GTPC_aromatic.uncharger.alphaticr,GAAC_postivecharge,Z5__41,PAAC_Xc1.S,MSW__7,Z5__39,QSO3_SC_F,CTDD_normwaalsvolume.1.residue25,DDE_MR,CTDD_hydrophobicity_PRAM900101.2.residue0,CTDC_solventaccess.G1,Cougar__1,DDE_KI,CTDD_hydrophobicity_PONP930101.3.residue75,CTDD_hydrophobicity_ENGD860101.1.residue0,ABHPRK__46,CKSAAP_RR.gap2,CKSAAGP_postivecharger.uncharger.gap5,CTDD_hydrophobicity_PRAM900101.2.residue25,APAAC_Pc2.Hydrophilicity.1,CKSAAGP_uncharger.alphaticr.gap1,QSO3_SC_D,ABHPRK__38,CKSAAGP_aromatic.alphaticr.gap5,CTDD_hydrophobicity_FASG890101.2.residue0,CKSAAGP_uncharger.postivecharger.gap0,APAAC_Pc1.M,ABHPRK__60,Ez__16,CKSAAGP_alphaticr.uncharger.gap5,Z3__18,NMBroto_BHAR880101.lag3,MSW__1,ABHPRK__20,CKSAAGP_negativecharger.alphaticr.gap5,MSW__18,Z5__10,ABHPRK__49,NMBroto_BHAR880101.lag2,Z5__42,Z3__16,CKSAAGP_alphaticr.alphaticr.gap3,DDR_H,AAC_F,CTDD_normwaalsvolume.3.residue0,OVPC_Polar,CKSAAGP_alphaticr.negativecharger.gap4,Argos,CKSAAGP_uncharger.postivecharger.gap5,Z3__10,CKSAAGP_postivecharger.alphaticr.gap2,AAC_S,CTDD_hydrophobicity_ARGP820101.3.residue100,CTDD_hydrophobicity_PONP930101.1.residue75,CTDD_hydrophobicity_ARGP820101.1.residue0,CTDD_polarizability.2.residue25,CTDD_hydrophobicity_PONP930101.2.residue100,GTPC_uncharger.uncharger.alphaticr,CTDD_secondarystruct.1.residue0,Z5__11,CTDD_hydrophobicity_CASG920101.3.residue0,CTDT_hydrophobicity_ZIMJ680101.Tr1331,CKSAAGP_postivecharger.alphaticr.gap3,ABHPRK__44,CKSAAGP_uncharger.alphaticr.gap3,CTDD_hydrophobicity_CASG920101.3.residue50,Z5__32,OVP_Aromatic_N1,Ez__15,CKSAAGP_uncharger.alphaticr.gap4,OVP_Polar_N1,MSW__11,Ez__13,AAC_I,CTDD_hydrophobicity_CASG920101.2.residue25,Aliphatic_Index,APAAC_Pc2.Hydrophobicity.1,AAC_V,CTDT_normwaalsvolume.Tr1221,CTDD_secondarystruct.2.residue0,PAAC_Xc1.G,CTDD_hydrophobicity_ZIMJ680101.1.residue25,CTriad_g2.g2.g2,NMBroto_CHAM810101.lag1,Z5__44,Charge_density,CTDC_normwaalsvolume.G3,DDR_P,APAAC_Pc2.Hydrophilicity.2,CKSAAGP_aromatic.alphaticr.gap0,OVP_Aliphatic_C3,Z5__15,PAAC_Xc1.H,CTDD_secondarystruct.1.residue25,CTDD_hydrophobicity_PONP930101.3.residue0,y
53|1|testing,0.19112,0.17999,1.44291,-0.1401,0.69861,0.09216,0.232,0.31,-1.08786,0.31808,-0.26859,-0.20286,-0.3521,0.35934,-0.36723,-0.27825,-0.24933,-0.03469,0.38646,0.62986,0.72651,0.02494,-0.53783,-0.23153,-0.41076,0.32839,-0.4031,-0.27891,-0.30186,-0.32818,-0.53173,-0.33274,-0.48526,-0.57823,0.16175,0.90089,0.29647,0.77798,0.42223,-0.43749,-0.16374,1.32531,-0.28687,0.96495,0.31347,0.0277,-0.82505,0.19966,0.2455,-0.31621,-0.51136,0.21891,-0.72001,0.07247,-0.59254,-0.10998,0.70423,-0.52134,-0.0834,-0.79818,-0.6709,1.2936,-0.6117,-0.52895,-0.79309,-0.00149,0.28232,0.02172,0.57823,0.2981,0.51743,0.71753,0.38465,-0.74727,0.55394,-0.00609,0.46262,-0.74979,0.4664,0.43031,-0.36271,-0.14087,-0.41424,1.16506,0.70717,-1.03078,-0.1803,1.0894,0.04297,-0.74216,1.17752,0.42826,-0.08568,0.56687,0.24315,-0.50122,-0.38298,2.41948,0.27379,-0.13021,-0.28199,-0.40293,0.79221,0.43256,-0.59941,-0.38014,0.65318,-0.58108,-0.51126,-0.7207,1
54|1|testing,-0.48293,-0.26679,-0.2107,-0.1401,-0.79456,-0.80692,-0.84248,-0.33124,-1.28574,-0.68511,-0.16482,3.26432,-0.3521,0.35934,-0.92335,-0.27825,-1.25473,0.33888,-0.86644,1.40892,-0.26796,-0.78956,-0.22466,-0.14142,1.13453,3.3413,-2.11626,-0.2233,1.14834,-1.0362,-2.75094,-0.33274,-0.48526,0.81576,0.08944,1.64553,-0.69192,-1.24012,-0.27399,1.31943,-0.8427,-0.54898,-0.28687,0.16107,-0.8739,-0.10899,-0.21328,0.45156,-0.43749,-0.31621,0.47438,0.21787,-0.72001,-0.79941,-0.21738,0.9484,-0.84147,-0.52134,-0.71128,-0.98246,-1.13751,-0.49795,1.78225,-0.52895,0.41802,-0.71517,-0.86334,0.19435,-3.39227,2.1076,-0.43396,-0.67306,-0.60103,1.05001,-0.20183,-0.32651,-0.40237,-0.74979,-0.45502,3.09059,-0.67272,-0.19085,-0.41424,0.07434,-0.86988,0.97014,-0.7124,0.2278,-0.81312,0.4313,0.72942,0.47492,-0.82599,1.1908,-0.16692,-0.39098,0.98141,-0.47471,1.0747,-2.81995,0.03843,-1.86106,-0.79382,-0.19741,-0.59941,2.63059,0.38459,-0.58108,0.60877,-0.04919,1
55|1|testing,-0.48293,-0.29221,-0.2107,-0.1401,-0.79456,-0.80692,-0.84248,-0.33124,-0.09847,-0.68511,-0.20862,-0.52515,-0.3521,-1.30056,1.57919,-0.27825,-0.24933,-0.75845,-0.19123,0.48683,-0.55272,0.59454,-0.85099,-0.17946,-0.41076,-2.18238,-0.02137,-0.24678,-1.02696,-0.09217,0.70117,-0.33274,-0.48526,-0.85703,-1.10789,1.09946,-0.69192,-0.1852,-0.27399,-0.6327,0.57696,3.19725,-0.28687,-1.01496,0.90716,0.01091,-0.29556,-0.7193,-0.43749,-0.31621,-0.09586,-0.92182,-0.72001,-0.99174,0.58763,-0.37568,-0.84147,-0.52134,0.54448,0.12318,0.26233,-0.49795,1.61334,-0.52895,-1.51148,-0.71517,0.28232,0.53961,0.34467,-0.47739,-0.43396,0.02223,1.56745,0.53651,-0.92129,2.55724,0.02318,-0.74979,1.47158,-0.70981,2.11737,-0.24721,-0.41424,-0.02161,-0.86988,0.97014,1.57363,-0.05311,-0.81312,0.04014,-1.52059,-0.53958,-0.82599,0.36061,-0.577,-1.01179,-1.06518,-0.47471,-0.14326,-1.07397,-0.10528,0.56916,-0.08844,0.4609,-0.59941,-0.38014,-0.0513,-0.58108,0.04876,0.39849,1
56|1|testing,-0.48293,-0.29901,-0.2107,-0.1401,-0.79456,-0.80692,-0.84248,-0.33124,0.07114,-0.68511,-0.22034,0.13222,-0.3521,-0.11491,0.42723,-0.27825,-0.39296,1.94898,0.9098,0.15564,-0.82679,1.42418,-0.94046,-0.18963,-0.48434,0.32839,-0.65721,-0.25306,0.0089,0.58214,0.20801,-0.33274,1.06087,-0.93669,-0.27766,-1.08482,-0.69192,0.54512,-0.27399,-0.35382,0.35855,-0.54898,-0.28687,-0.07242,-0.8739,-0.11885,-0.10667,1.01516,-0.43749,-0.31621,-0.12667,-0.83906,0.34363,-0.74433,0.61041,0.13548,-0.84147,-0.52134,1.44145,0.28113,0.99558,-0.49795,0.6189,1.14355,-0.02184,-0.71517,2.08265,-0.00294,0.6116,-0.10811,-0.16214,-2.2623,-0.60103,-0.56387,-1.23033,-0.14341,0.22778,-0.74979,-0.45502,-0.70981,0.56732,1.29947,-0.41424,0.07022,-0.86988,-1.03078,0.65065,0.20852,-0.81312,-0.79804,-1.35715,0.04228,-0.82599,-1.41836,0.06741,-0.52924,-0.57789,-0.47471,0.34469,-0.57506,0.11345,0.63859,-0.79382,-1.32048,-0.59941,-0.38014,-1.37217,-0.58108,-1.15128,0.20663,1
57|1|testing,-0.48293,-0.28073,-0.2107,-0.1401,-0.79456,-0.80692,-0.84248,-0.33124,-0.23038,1.11611,-0.18883,-0.67209,1.78095,-2.40715,-1.10873,-0.27825,0.08581,0.62587,-0.86644,-0.53608,-0.56859,-0.78956,-0.64221,-0.16227,1.13453,-0.00638,1.3314,-0.23617,-1.99376,0.22251,-0.12076,-0.33274,-0.48526,0.81576,0.5497,0.47538,2.85859,-1.24012,-0.27399,0.53858,1.10933,-0.54898,-0.28687,0.28184,2.68822,-0.61083,0.47086,-1.98862,-0.43749,-0.31621,-0.79316,-0.71411,-0.72001,0.98131,0.82968,1.99405,-0.84147,-0.52134,-0.71128,0.00033,0.72894,3.75698,-0.76999,-0.52895,1.13965,-0.71517,-0.86334,-0.03582,0.9675,1.0736,-0.75109,-0.67306,-0.60103,0.36534,0.3591,-0.54012,-0.1098,2.282,-0.45502,-0.70981,-0.8794,1.28803,-0.41424,0.17456,1.62711,0.97014,-1.99676,0.06995,-0.81312,-1.13331,-1.52059,-0.64219,-0.82599,-1.41836,-0.44031,0.03304,0.07182,-0.47471,0.22955,-0.43664,-0.39518,-0.56494,-0.15596,0.99449,-0.59941,-0.38014,1.97243,-0.58108,-0.13792,-0.34764,1
58|1|testing,-0.06393,-0.35728,-0.2107,-0.1401,0.4653,0.09013,-0.23808,0.03796,-0.16095,0.3243,-0.32076,-0.13435,-0.3521,0.57775,-1.21605,-0.27825,-0.1435,-0.36433,1.63369,0.68109,-0.33243,-0.26536,-0.48838,-0.27682,-0.76319,0.01124,-0.22051,-0.30687,0.72855,-0.43997,0.51948,-0.08268,0.28781,-0.00596,-0.73354,-0.1747,-0.05581,1.26887,-0.27399,0.45639,0.42348,-0.54898,-0.28687,0.45183,-0.53995,0.24018,0.04326,0.21193,-0.01293,0.03835,-0.58853,0.13147,-0.32814,-0.21842,-0.37417,-0.58321,0.06777,-0.52134,-0.31473,-0.0514,0.09042,0.0178,0.38224,0.72543,-0.21926,0.56945,0.58381,0.44875,0.88555,-0.83113,-0.48403,0.60774,-0.60103,-0.19322,0.74055,-0.66379,0.48324,1.03362,-0.45502,0.18441,-0.99905,0.38759,-0.41424,0.31437,0.34078,0.97014,-0.01668,0.425,-0.27243,-0.39218,0.88798,-0.3251,0.10914,0.87347,-0.72808,0.51644,0.62236,-0.47471,-0.4136,0.20057,-0.21418,-0.47967,-0.79382,-0.11406,-0.11845,-0.38014,0.06341,-0.58108,0.13718,-0.6618,1
59|1|testing,-0.07495,-0.3592,-0.2107,-0.1401,0.42712,0.09389,0.03664,0.0271,-0.06802,0.32541,-0.32407,-0.08962,-0.3521,0.61471,-1.13725,-0.27825,-0.17199,-0.41076,2.27184,0.81458,-0.2973,-0.26839,-0.32102,-0.2797,-0.76736,-0.05789,-0.15578,-0.30865,0.7579,-0.31002,0.58736,-0.08962,0.26438,0.12948,-0.71407,0.09587,-0.05949,1.20285,-0.27399,0.53858,0.39016,-0.54898,-0.28687,0.44188,-0.55007,0.21521,0.06444,0.26968,-0.0241,0.02761,-0.50185,0.08488,-0.33819,-0.25289,-0.36061,-0.61309,0.04179,-0.52134,-0.3249,0.03813,0.15465,0.00263,0.36304,0.68742,-0.24443,0.53377,0.89922,0.45993,0.91959,-0.83532,-0.36078,0.61056,-0.01495,-0.056,0.66101,-0.57298,0.42914,0.98266,-0.45502,0.15886,-0.91119,0.34292,-0.41424,0.29115,0.59894,0.97014,0.02403,0.4244,-0.28629,-0.29083,0.82623,-0.3198,0.08516,0.81316,-0.60855,0.52286,-0.06812,-0.47471,-0.38643,0.21901,-0.22943,-0.51509,-0.79382,-0.12807,-0.13111,-0.38014,0.06262,-0.58108,0.26415,-0.5313,1
60|1|testing,0.37835,-0.31399,-0.2107,-0.1401,0.23917,-0.80692,-0.84248,-0.33124,-0.53588,0.32752,-0.24616,-1.31714,-0.3521,0.7088,-1.47947,-0.27825,1.28523,0.30941,-0.86644,-0.2733,-1.07341,-0.78956,0.10498,-0.21205,0.37544,-0.46449,0.04127,-0.2669,0.72855,-0.43997,0.36375,0.76127,1.41767,-0.00596,-1.44565,0.20005,0.23135,2.62791,-0.27399,-0.03678,0.89243,1.34295,-0.28687,-0.60787,-0.8739,0.52228,-0.51944,0.20438,-0.00113,-0.31621,-1.69949,1.38878,0.06373,0.09191,0.01743,0.69349,-0.01709,0.46926,-0.71128,-0.51693,-0.05693,-0.49795,-0.83304,-0.52895,0.00494,2.09493,-0.86334,-0.64154,0.14799,0.31171,-1.08491,0.05883,-0.60103,-0.35538,-0.05892,-0.96734,-0.27234,2.282,-0.45502,-0.20309,-1.29275,-1.38819,-0.41424,-0.69482,-0.15645,-1.03078,-0.69167,-0.7318,-0.81312,0.1019,0.81573,-1.62856,2.91453,-0.33121,-0.72808,-0.55962,-0.02393,-0.47471,-0.64769,-0.31783,0.94186,0.90171,0.49195,0.56743,-0.59941,-0.38014,-0.3316,0.75148,-0.57021,-0.6618,1
61|1|testing,-0.48293,-0.33414,1.24448,-0.1401,0.4853,0.90342,-0.38198,-0.33124,-0.58217,-0.68511,-0.28088,0.15844,-0.3521,1.09708,-0.24365,-0.27825,0.30923,0.70593,0.32527,0.00284,0.4674,-0.78956,-0.08548,-0.2422,-0.46799,-0.00638,0.09006,-0.2855,0.10098,-0.82642,0.09842,-0.33274,0.69275,-0.17552,-0.65173,0.22575,-0.69192,0.54512,-0.27399,-0.15551,0.95917,-0.54898,-0.28687,-0.1841,0.65272,-1.01017,0.38143,0.41951,-0.43749,0.22408,-0.8127,0.40798,0.38303,-0.37455,-0.25662,0.16442,-0.03502,1.63777,-0.71128,-0.81866,0.31417,0.27568,-0.93308,1.38248,0.45961,1.15823,0.15503,0.42452,-0.90097,-0.53484,0.30601,0.40851,-0.60103,-0.77579,-0.58441,-0.1129,-0.89749,-0.74979,0.36008,0.61207,-0.0527,0.82312,-0.41424,-0.2489,0.49212,0.97014,0.4195,-0.43911,0.70881,-0.61178,0.20823,-0.97588,1.14818,-0.41484,-0.44031,0.4451,-0.23138,2.41948,0.58153,-0.2331,0.0725,-0.1329,0.60401,-1.15325,-0.59941,2.63059,-0.67363,2.28124,-0.63571,-0.34764,1
62|1|testing,0.92644,-0.29221,-0.2107,-0.1401,-0.79456,0.72321,-0.84248,-0.33124,0.29729,-0.68511,-0.20862,1.29379,-0.3521,-0.47061,0.18889,-0.27825,1.76148,-0.1056,-0.86644,-2.61099,2.31948,0.32267,-1.47731,-0.17946,-0.92585,-0.17377,-0.25981,3.81538,-0.30186,-0.56419,0.70117,-0.33274,-0.48526,-1.41462,-0.5196,-1.08482,-0.69192,1.92463,-0.27399,-1.02313,-0.8427,-0.54898,-0.28687,0.27566,-0.8739,-0.01902,0.39413,0.69099,0.99059,-0.31621,-1.78976,0.05464,-0.72001,-1.54039,-0.74487,0.8597,-0.84147,-0.52134,0.54448,-0.61391,1.19555,-0.49795,0.61577,1.70105,-0.34243,-0.71517,-0.86334,0.19435,0.81179,0.0396,-0.43396,-0.67306,-0.60103,-0.49051,-1.7458,-0.00609,0.55513,1.14508,-0.45502,-0.70981,0.25731,-1.06799,-0.41424,-0.70669,-0.86988,0.97014,1.01759,-0.76865,2.61123,-1.13331,-0.03329,-0.27163,-0.82599,-1.41836,0.24315,-1.01179,-1.06518,-0.47471,0.08901,-0.1774,1.56982,2.51333,-0.79382,-2.76693,-0.59941,-0.38014,-0.7504,-0.58108,-1.07128,0.39849,1
63|1|testing,-0.25494,-0.35136,-0.2107,-0.1401,-0.09946,1.72522,-0.17556,-0.33124,-0.33592,1.40039,-0.31055,-0.87467,1.65548,0.02736,1.28524,-0.27825,0.29646,0.69004,-0.27834,-0.67428,0.18668,0.64958,-0.61835,3.47573,-0.74925,0.07014,-0.47254,-0.3014,0.63041,-0.5507,0.29255,-0.33274,-0.05874,-1.22345,0.50633,-0.75386,0.47211,1.14896,-0.27399,1.52023,0.0759,1.39922,-0.28687,1.12978,-0.50541,0.18118,-0.14451,-0.10701,-0.20648,0.07503,-0.72183,0.31672,-0.29455,-0.67277,-0.16341,-0.04635,0.15576,1.69516,0.58036,-0.72974,0.03569,0.6367,-0.24234,-0.52895,-0.90575,-0.24682,-0.47054,0.29299,0.77175,0.06915,0.08251,0.59833,-0.60103,-0.82796,-0.42072,0.79037,-0.54005,-0.26079,-0.45502,-0.46462,1.36448,1.24078,-0.41424,0.63727,-0.53695,-1.03078,-0.02706,0.88555,0.94797,-0.86509,0.83947,0.10493,-0.31835,-0.07541,-0.28409,-0.53248,-0.344,2.41948,0.5013,-0.32953,-0.22131,0.3053,-0.79382,-1.45678,-0.59941,-0.38014,0.31846,0.83146,-0.28725,-0.63756,1
64|1|testing,0.55061,0.32251,-0.2107,-0.1401,-0.79456,0.07709,-0.84248,-0.33124,0.49517,-0.68511,-0.23118,-0.87862,1.92315,-1.09307,-0.2282,-0.27825,1.00742,-0.47825,-0.86644,-1.21735,-1.47481,0.31469,0.40166,-0.19904,0.61943,-0.80146,0.02647,-0.25887,-0.84568,-0.68219,1.31762,-0.33274,-0.48526,0.25816,2.01662,-1.08482,-0.69192,1.0807,0.97922,0.14815,0.19838,-0.54898,-0.28687,-0.98347,0.19474,0.92771,0.01701,-0.12208,0.60977,-0.31621,-0.77159,0.16939,-0.72001,-0.48965,1.08501,0.39606,-0.84147,-0.52134,0.23054,-0.70605,1.19555,-0.49795,-0.69508,2.14705,-0.63265,-0.71517,-0.86334,-1.44563,1.51247,-0.21889,-0.67181,-0.58615,-0.60103,-0.61889,-0.34933,0.23422,-0.01228,0.51346,-0.45502,-0.07641,-0.13021,0.32043,-0.41424,-1.10075,-0.86988,0.97014,1.48315,-1.39793,0.47101,-0.25322,-0.1334,1.11049,1.39495,-0.54864,-0.0644,-1.01179,-0.72408,-0.47471,-0.24554,-0.05704,0.79988,1.0552,-0.79382,0.93269,-0.59941,-0.38014,-0.49393,-0.58108,-0.79127,0.06273,1
65|1|testing,1.45496,-0.29568,-0.2107,-0.1401,-0.79456,-0.80692,0.539,-0.33124,-0.55511,-0.68511,-0.2146,-1.28422,-0.3521,-0.27908,-1.2228,-0.27825,1.52946,0.14954,-0.86644,-1.55544,-0.90164,-0.78956,-0.89916,-0.18465,0.50057,0.56015,-0.10521,-0.24998,-0.13453,1.14234,-0.0196,1.41767,-0.48526,0.12948,0.43047,-0.09196,-0.69192,1.6609,-0.27399,0.05806,-0.8427,-0.54898,-0.28687,0.53925,-0.8739,1.73923,0.0439,-0.40093,1.52613,-0.31621,-0.6284,1.32164,-0.72001,-0.23744,1.29695,1.41808,0.53249,-0.52134,-0.71128,-0.30207,0.44179,-0.49795,2.59779,-0.52895,0.24674,2.28227,-0.86334,0.56617,-0.80515,0.43729,-0.94625,0.71753,-0.60103,0.89201,-0.36926,-0.67157,0.86543,0.93454,-0.45502,-0.70981,-1.00658,-0.38887,-0.41424,-0.57664,-0.86988,0.97014,-0.39115,0.29975,-0.81312,0.31094,1.22518,0.028,-0.82599,-0.87479,-0.60855,-0.58206,-0.48793,-0.47471,-0.507,0.77206,1.57361,1.27953,-0.79382,-0.43057,0.88354,2.63059,0.14651,-0.58108,0.9534,-0.5313,1
66|1|testing,-0.48293,-0.3053,-0.2107,-0.1401,3.90891,-0.80692,0.12456,-0.33124,-1.28574,-0.68511,-0.23118,1.38125,-0.3521,0.46309,-1.47947,-0.27825,-1.25473,-1.07755,-0.86644,1.83146,-0.32124,-0.78956,-0.53783,-0.19904,-0.53953,2.58807,-2.49788,-0.25887,0.51388,1.44188,-2.75094,-0.33274,-0.48526,-0.57823,0.39372,-0.30472,-0.69192,-1.24012,-0.27399,1.02661,-0.8427,-0.54898,-0.28687,0.68482,1.26337,-0.45682,0.38213,1.6329,-0.43749,-0.31621,0.06346,0.74757,-0.72001,0.6602,-1.12808,-1.32566,3.79562,-0.52134,-0.71128,-0.98246,-3.00396,-0.49795,-0.38106,-0.52895,-1.30813,-0.71517,-0.86334,0.88487,-0.9399,-0.99439,0.3985,0.45679,-0.60103,-0.61889,0.43882,-0.96734,0.76791,-0.74979,0.95782,-0.07641,-1.29275,0.25194,-0.41424,0.52932,0.03812,-1.03078,0.80141,0.86038,-0.81312,-0.25322,3.51333,0.97261,1.39495,2.06052,-0.0644,-1.01179,-1.23573,0.49002,0.29628,2.20774,-0.55077,-1.86106,0.16441,0.23141,-0.59941,-0.38014,-3.12994,-0.58108,0.04876,0.06273,1
67|1|testing,0.37835,-0.31399,-0.2107,-0.1401,0.23917,-0.80692,-0.84248,-0.33124,-0.53588,-0.68511,-0.24616,0.31912,-0.3521,1.49506,1.50602,-0.27825,0.96774,0.47676,-0.86644,-1.31887,1.20674,-0.05899,0.50055,-0.21205,-0.27521,-0.14734,0.22269,-0.2669,0.72855,-0.43997,-0.25919,-0.33274,-0.48526,0.3462,0.81471,-0.44238,-0.69192,0.69389,-0.27399,0.2098,-0.8427,-0.54898,-0.28687,-1.05698,-0.05187,-0.96286,-0.05209,-0.22469,0.43523,-0.31621,-1.34638,0.56159,0.84746,-0.00504,0.21775,0.20463,-0.01709,1.43575,0.08183,-0.51693,-0.35164,-0.49795,-0.1105,0.50028,0.85239,1.15823,-0.86334,0.66681,-0.73707,0.63823,-1.08491,0.71753,0.67455,-0.6797,-0.58106,2.47292,0.05274,0.26081,-0.45502,0.30363,2.03579,0.22324,-0.41424,-1.14585,-0.86988,-1.03078,0.03407,-0.74665,-0.81312,-0.88627,-0.46082,-0.43746,-0.82599,-1.05598,-0.46909,0.37384,0.40693,0.97239,0.26748,0.80737,1.00944,1.20869,-0.06689,-0.53687,-0.59941,-0.38014,0.53843,0.78007,-0.57021,-0.6618,1
68|1|testing,-0.48293,-0.31939,-0.2107,-0.1401,0.10134,3.01033,-0.19779,-0.33124,-0.38115,0.36427,-0.25547,0.22824,-0.3521,0.12221,0.10944,-0.27825,-0.39296,-1.2811,1.12836,1.40605,-0.08822,-0.78956,0.31218,-0.22013,-0.63151,-0.38898,-0.35803,-0.27188,-0.40544,0.04269,0.91252,-0.33274,-0.48526,0.1785,-0.72604,1.78923,0.46109,1.6609,-0.27399,-0.80003,0.71892,-0.54898,-0.28687,1.72128,0.55095,0.02904,-0.21253,1.25615,-0.43749,-0.31621,0.74756,0.34033,-0.01091,0.03853,0.17201,-0.7969,0.24961,0.74704,-0.71128,-0.14007,0.4623,0.56579,0.55535,-0.52895,-0.92782,0.11745,1.10065,-0.69346,0.87852,-0.69896,-0.56987,0.71753,0.54028,-0.41715,0.06162,-0.41805,0.18277,1.03362,-0.45502,-0.2627,-0.22985,0.90099,-0.41424,0.54218,2.25136,0.97014,1.37337,0.76198,3.10042,-0.68628,1.34504,-0.66685,0.86615,1.84309,-0.75275,-1.01179,1.37124,-0.47471,0.0061,0.16604,-0.39274,-1.02784,-0.79382,-0.76388,-0.59941,-0.38014,0.57665,1.016,-0.99127,-0.43291,1
69|1|testing,-0.48293,-0.26124,-0.2107,-0.1401,-0.79456,-0.80692,-0.84248,-0.33124,3.46334,-0.68511,-0.15525,-0.45232,-0.3521,0.02736,-1.47947,-0.27825,-0.04825,-0.52871,-0.86644,1.14801,-0.64874,-0.78956,1.52904,-0.13311,1.54661,0.93097,-0.68257,-0.21818,-1.60704,1.22948,-1.56736,-0.33274,-0.48526,1.26183,-1.22428,2.55564,-0.69192,1.6609,-0.27399,0.85092,-0.8427,-0.54898,-0.28687,-0.60722,-0.8739,-0.75677,1.81548,0.76461,-0.43749,-0.31621,-1.14753,1.24826,-0.72001,-1.43347,-0.26277,-0.01349,-0.84147,-0.52134,-0.71128,3.44009,-1.88409,-0.49795,2.22679,-0.52895,-0.81666,-0.71517,-0.86334,0.05624,-1.1501,-0.99439,-0.24368,0.71753,-0.60103,2.69324,-1.76098,-0.96734,2.8159,-0.74979,4.84313,-0.70981,-1.29275,-0.93676,-0.41424,0.71859,-0.86988,-1.03078,0.77673,-0.47227,-0.81312,-0.19455,2.04892,-1.10943,2.72751,1.84309,-0.00289,-1.01179,3.16443,-0.47471,-0.44382,1.92183,1.27755,-0.69455,-0.50649,-0.37823,-0.59941,2.63059,-1.67941,-0.58108,2.40083,0.12988,1
70|1|testing,-0.48293,-0.26124,-0.2107,12.13199,-0.79456,-0.80692,-0.84248,-0.33124,1.56371,-0.68511,-0.15525,-3.26507,-0.3521,0.02736,0.52256,-0.27825,-1.25473,0.39293,-0.86644,0.21264,-0.74852,4.2887,6.03855,-0.13311,5.2553,3.3413,-3.38524,-0.21818,0.1332,-1.0362,-2.75094,-0.33274,-0.48526,5.27651,1.5567,-1.08482,-0.69192,-1.24012,-0.27399,-1.02313,-0.8427,-0.54898,-0.28687,1.19281,-0.8739,-0.46383,1.6043,2.53283,-0.43749,-0.31621,0.09205,0.14678,-0.72001,2.44106,1.20526,-1.61063,5.34132,-0.52134,5.31637,1.67107,-3.00396,-0.49795,1.56424,-0.52895,-1.15165,-0.71517,-0.86334,0.05624,-3.39227,-0.99439,-0.24368,0.71753,-0.60103,0.2284,0.10656,1.33965,-0.1098,-0.74979,-0.45502,-0.70981,0.93933,0.31835,-0.41424,1.71918,-0.86988,-1.03078,2.66729,2.27852,-0.81312,-0.19455,2.04892,1.62229,2.72751,-1.41836,0.98129,-1.01179,6.43897,-0.47471,0.28181,-0.42155,0.08022,0.47195,-0.79382,1.18415,3.84944,-0.38014,-0.3642,-0.58108,-0.28725,0.12988,1
71|1|testing,-0.48293,-0.28073,-0.2107,-0.1401,1.44519,0.06625,2.38097,-0.33124,1.35264,-0.68511,-0.18883,-0.25249,-0.3521,-0.74726,1.11576,-0.27825,-0.58446,-0.70139,0.35035,1.96037,-0.6996,-0.78956,-0.64221,-0.16227,-0.23906,0.66315,-0.31981,-0.23617,-0.54356,2.11057,-0.77831,-0.33274,-0.48526,-0.67116,-0.39113,0.47538,-0.69192,0.21039,-0.27399,3.14143,-0.8427,-0.54898,-0.28687,1.38477,2.68822,0.24289,-1.3225,1.1243,-0.43749,-0.31621,-0.1747,0.57728,-0.72001,-0.41505,-1.37944,-0.79988,0.39509,-0.52134,-0.71128,1.47451,-1.13751,-0.49795,1.0041,-0.52895,-1.22788,-0.71517,2.19176,0.42452,0.34467,-0.30506,0.51743,0.71753,-0.60103,0.36534,-1.31168,2.02321,1.35305,2.282,2.19405,-0.70981,1.60068,0.12097,-0.41424,0.82217,-0.86988,0.97014,1.02326,1.04616,1.46978,-0.09024,1.96248,-0.33525,-0.82599,1.02773,2.84031,-1.01179,-0.83778,-0.47471,-0.3048,1.5311,0.37833,-1.213,0.00494,-1.34976,-0.59941,-0.38014,0.1985,-0.58108,-0.13792,0.84616,1
