,CKSAAGP_postivecharger.postivecharger.gap0,DDE_RR,CKSAAP_LV.gap1,CKSAAP_LF.gap1,CKSAAGP_alphaticr.alphaticr.gap5,PAAC_Xc1.I,CKSAAGP_uncharger.alphaticr.gap5,CKSAAGP_negativecharger.alphaticr.gap4,CTDD_normwaalsvolume.3.residue25,APAAC_Pc1.D,DDE_YP,Z5__18,CTDT_charge.Tr1331,CTDD_hydrophobicity_FASG890101.3.residue75,CTDD_hydrophobicity_CASG920101.3.residue75,GTPC_aromatic.uncharger.alphaticr,GAAC_postivecharge,Z5__41,PAAC_Xc1.S,MSW__7,Z5__39,QSO3_SC_F,CTDD_normwaalsvolume.1.residue25,DDE_MR,CTDD_hydrophobicity_PRAM900101.2.residue0,CTDC_solventaccess.G1,Cougar__1,DDE_KI,CTDD_hydrophobicity_PONP930101.3.residue75,CTDD_hydrophobicity_ENGD860101.1.residue0,ABHPRK__46,CKSAAP_RR.gap2,CKSAAGP_postivecharger.uncharger.gap5,CTDD_hydrophobicity_PRAM900101.2.residue25,APAAC_Pc2.Hydrophilicity.1,CKSAAGP_uncharger.alphaticr.gap1,QSO3_SC_D,ABHPRK__38,CKSAAGP_aromatic.alphaticr.gap5,CTDD_hydrophobicity_FASG890101.2.residue0,CKSAAGP_uncharger.postivecharger.gap0,APAAC_Pc1.M,ABHPRK__60,Ez__16,CKSAAGP_alphaticr.uncharger.gap5,Z3__18,NMBroto_BHAR880101.lag3,MSW__1,ABHPRK__20,CKSAAGP_negativecharger.alphaticr.gap5,MSW__18,Z5__10,ABHPRK__49,NMBroto_BHAR880101.lag2,Z5__42,Z3__16,CKSAAGP_alphaticr.alphaticr.gap3,DDR_H,AAC_F,CTDD_normwaalsvolume.3.residue0,OVPC_Polar,CKSAAGP_alphaticr.negativecharger.gap4,Argos,CKSAAGP_uncharger.postivecharger.gap5,Z3__10,CKSAAGP_postivecharger.alphaticr.gap2,AAC_S,CTDD_hydrophobicity_ARGP820101.3.residue100,CTDD_hydrophobicity_PONP930101.1.residue75,CTDD_hydrophobicity_ARGP820101.1.residue0,CTDD_polarizability.2.residue25,CTDD_hydrophobicity_PONP930101.2.residue100,GTPC_uncharger.uncharger.alphaticr,CTDD_secondarystruct.1.residue0,Z5__11,CTDD_hydrophobicity_CASG920101.3.residue0,CTDT_hydrophobicity_ZIMJ680101.Tr1331,CKSAAGP_postivecharger.alphaticr.gap3,ABHPRK__44,CKSAAGP_uncharger.alphaticr.gap3,CTDD_hydrophobicity_CASG920101.3.residue50,Z5__32,OVP_Aromatic_N1,Ez__15,CKSAAGP_uncharger.alphaticr.gap4,OVP_Polar_N1,MSW__11,Ez__13,AAC_I,CTDD_hydrophobicity_CASG920101.2.residue25,Aliphatic_Index,APAAC_Pc2.Hydrophobicity.1,AAC_V,CTDT_normwaalsvolume.Tr1221,CTDD_secondarystruct.2.residue0,PAAC_Xc1.G,CTDD_hydrophobicity_ZIMJ680101.1.residue25,CTriad_g2.g2.g2,NMBroto_CHAM810101.lag1,Z5__44,Charge_density,CTDC_normwaalsvolume.G3,DDR_P,APAAC_Pc2.Hydrophilicity.2,CKSAAGP_aromatic.alphaticr.gap0,OVP_Aliphatic_C3,Z5__15,PAAC_Xc1.H,CTDD_secondarystruct.1.residue25,CTDD_hydrophobicity_PONP930101.3.residue0,y
167|1|training,-0.41181,-0.22753,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,-0.54717,-0.59804,-0.21551,-4.51694,-0.33747,0.26104,0.66902,5.9452,-1.07111,0.11114,-0.77503,0.08937,-0.10777,0.92816,0.79659,-0.16421,-0.12227,1.25569,-1.30449,-0.165,-2.17633,-0.13705,-0.67267,-0.26215,-0.47633,-0.32195,-0.19731,-1.04161,-0.55359,0.90998,-0.31007,0.94643,-0.68514,-0.51802,-0.34371,-0.25657,-0.54147,-0.15473,-1.40169,0.42792,-0.37016,-0.30225,0.6355,-0.44966,1.19221,1.91582,-0.24314,-1.57019,2.20759,-0.44141,1.20884,-0.40006,-0.96666,-0.28966,-0.86067,-0.4768,0.79109,-0.59323,-0.76194,-0.73635,1.36309,1.35512,3.02088,0.75657,-0.5309,0.56966,0.63309,1.04196,1.44723,-0.48093,-0.45241,-0.77005,0.91884,-0.22128,1.82939,0.17357,-0.76744,0.87029,-1.0349,-0.11988,-0.61523,-0.48209,-0.67564,-0.26108,-0.69356,-0.07165,-0.40281,-0.24323,0.68613,-0.40363,0.31138,-0.49765,0.11422,0.02302,-0.75691,0.13197,1.63042,-0.43064,-0.27701,-0.4677,0.36684,-0.34123,1
168|1|training,-0.41181,-0.26508,-0.15629,-0.21683,0.25986,-0.62401,0.60354,1.35792,-0.92748,1.75382,-0.24286,0.51223,-0.33747,0.72893,1.84732,-0.27799,-0.54287,-0.43059,2.73013,2.01587,1.39027,-0.9673,0.79659,-0.19159,0.36859,-0.18359,0.97943,-0.19537,0.75622,-0.64636,0.73574,-0.26215,2.10562,0.19323,-1.0084,0.9415,2.14845,1.69359,-0.31007,2.61623,-0.68514,-0.51802,-0.34371,1.34903,-0.54147,0.16032,1.2285,0.31742,-0.37016,-0.30225,1.36311,-0.61563,-0.89733,-0.07613,-0.25584,0.28901,-0.0294,-0.44141,-0.89745,-0.76132,0.87279,-0.28966,1.17021,-0.4768,-0.21789,-0.59323,3.55296,-0.36414,0.16789,0.17485,-0.491,0.46778,1.36634,-0.67214,-0.36013,2.17578,0.204,1.05016,-0.45241,0.32717,2.10895,0.13801,-0.54663,0.97917,0.37295,0.87029,-1.68237,1.09138,-0.61523,-0.48209,0.46967,-1.00604,0.49761,1.50565,0.78094,-0.22202,0.12856,-0.40363,0.13346,0.75518,-1.02307,-1.47741,-0.75691,0.84086,-0.68687,-0.43064,0.36412,-0.4677,-0.96397,-0.34123,1
169|1|training,-0.41181,-0.23494,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,-0.65583,-0.59804,-0.22091,0.7793,-0.33747,-1.07577,-0.17262,4.70057,-1.07111,0.41508,-0.77503,0.8199,0.03992,0.99227,0.48405,-0.16962,-0.26252,1.52984,-1.18602,-0.17099,0.57668,-0.28257,-0.94093,-0.26215,-0.47633,-0.46915,0.10295,0.9415,-0.55359,0.55082,7.15176,2.95019,-0.68514,-0.51802,-0.34371,-0.97293,-0.54147,-0.15664,1.09573,1.89404,-0.37016,-0.30225,0.31181,0.07058,0.8937,-0.56353,0.08296,-1.29245,1.21337,-0.44141,0.90794,-0.50328,-1.22944,-0.28966,0.29895,-0.4768,0.82978,-0.59323,-0.76194,-1.79978,0.11097,1.69234,1.64122,0.75657,-0.5309,0.33312,0.85025,0.23209,0.92125,-0.48093,-0.45241,-0.77005,0.06877,0.57676,1.82939,-0.89356,-0.76744,0.87029,1.32115,-0.86385,-0.61523,-0.59392,0.63328,0.09486,3.39044,-0.2782,-0.51555,-0.20783,0.36752,-0.40363,-0.57482,-1.18501,-0.08385,-0.26278,-0.75691,0.90939,1.24421,2.3221,0.70038,-0.4677,0.11335,-0.45916,1
170|1|training,0.11309,-0.28883,-0.15629,-0.21683,-0.16732,-0.62401,-0.65535,-0.36697,-0.77088,-0.59804,-0.26016,-0.1599,-0.33747,-0.83986,-1.68758,-0.27799,0.42041,2.27685,-0.77503,0.79824,0.17707,-0.9673,0.15313,-0.20891,-0.06452,-1.22778,1.44247,-0.21457,-0.64845,-0.43664,-1.22498,-0.26215,-0.47633,0.10232,-0.36926,0.28047,-0.55359,0.77529,-0.31007,-0.35013,-0.68514,-0.51802,-0.34371,-2.17746,-0.54147,-1.73906,0.32811,-0.70065,0.19949,-0.30225,-1.65212,0.96218,-0.89733,1.35918,1.77294,1.27578,-0.31619,-0.44141,-0.89745,-0.61257,-1.50768,-0.28966,-0.19672,-0.4768,-1.01184,-0.59323,-0.76194,0.75246,1.31622,-1.00541,-0.12948,-0.05883,1.99876,-0.5017,-0.65782,-1.22567,-1.05118,0.46128,0.78018,-0.09484,-1.46137,-0.66725,-0.54663,-1.41337,-0.10221,-1.14904,1.21869,-1.52357,-0.61523,-0.9886,0.16097,-1.039,1.82891,-0.14911,-0.91344,-0.89619,-0.757,2.74804,0.94535,3.57937,0.87605,-0.56538,-0.34949,0.01561,-0.68687,-0.43064,0.07121,-0.4677,-0.78131,-0.87542,1
171|1|training,-0.41181,-0.24811,-0.15629,-0.21683,-0.67994,-0.62401,4.38023,-0.36697,0.21343,-0.59804,-0.2305,0.59663,-0.33747,-0.3628,0.27626,-0.27799,-1.07111,0.31787,-0.77503,1.02021,0.20186,0.56294,-0.66193,-0.17922,-0.44951,0.61601,-0.27622,-0.18164,0.89586,-0.47659,-1.29862,-0.26215,-0.47633,-0.66541,-0.95556,0.3749,-0.55359,0.10187,2.1772,-0.61206,-0.68514,-0.51802,-0.34371,-1.28757,-0.54147,-0.26826,-0.20874,0.97831,-0.37016,-0.30225,0.06809,-0.45062,0.4957,-0.79669,0.07104,-0.87466,0.418,-0.44141,0.50674,0.32246,-1.57982,-0.28966,0.01042,-0.4768,0.22989,-0.59323,-0.76194,-1.23262,-1.55852,2.14196,-0.78365,0.75657,-0.5309,1.12157,0.98652,0.66402,0.26377,-0.48093,-0.45241,-0.77005,0.52214,0.26509,-0.54663,0.10651,1.22825,-1.14904,-0.25988,-0.68419,-0.61523,0.30069,0.19046,0.12525,2.48289,-0.53639,0.38636,-0.23434,1.42956,-0.40363,-0.03735,-0.43318,-0.98544,-0.64384,0.26497,0.15955,0.76144,2.3221,0.53355,-0.4677,0.95831,0.48435,1
172|1|training,-0.41181,-0.28883,-0.15629,-0.21683,0.34529,1.26114,-0.65535,-0.36697,-1.03933,-0.59804,-0.26016,0.19486,-0.33747,-0.17932,0.39178,-0.27799,0.42041,1.12426,0.78302,0.35035,-0.11333,-0.9673,-0.61904,-0.20891,-0.41102,-0.21181,0.50295,-0.21457,-0.05701,-0.79615,0.43196,-0.26215,0.93201,-0.625,-0.4444,0.28047,-0.55359,0.77529,-0.31007,0.12135,0.27275,-0.51802,-0.34371,0.39794,0.22511,-1.83707,0.66974,0.19532,-0.37016,0.66668,-1.06636,0.04588,-0.89733,-0.31774,-1.56828,0.61086,-0.31619,-0.44141,-0.89745,-0.86758,0.76459,1.05021,-0.4107,1.22172,-0.12996,0.49075,0.76097,0.48973,0.47255,-0.44999,0.80014,0.75657,-0.5309,-0.79389,-0.96819,-0.02516,-0.72244,-0.48093,0.78018,0.58038,0.4288,-0.32901,-0.54663,-0.0522,0.56302,0.87029,0.32574,-0.17653,1.36971,-0.43605,0.4023,-0.6884,0.14726,-0.14911,-0.35639,-0.29685,0.03016,2.74804,0.06945,-0.22214,0.41436,-0.21234,0.57888,-1.84361,-0.68687,2.3221,-1.17026,-0.4677,-1.09444,-0.29266,1
173|1|training,2.8745,2.67943,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,-0.35702,-0.59804,-0.28031,1.07648,-0.33747,1.6647,-1.68758,-0.27799,2.89074,1.46249,0.08731,-2.10165,1.31965,-0.9673,-0.84425,-0.22907,-0.85857,-2.10263,1.52387,-0.23694,0.75622,-0.90101,2.61361,1.51468,2.10562,-1.09472,2.05078,-0.5909,-0.55359,-0.7765,-0.31007,-0.72338,1.98029,-0.51802,-0.34371,-1.78193,-0.07301,3.18988,0.83319,-1.52777,3.19635,-0.30225,0.40481,1.9009,0.66982,1.2035,-0.27346,1.85531,-0.77506,2.32324,-0.89745,-0.94195,2.25238,-0.28966,-0.75576,0.56118,-0.17339,0.12942,-0.22258,0.75246,0.56629,-0.61199,0.38697,0.46778,-0.5309,-0.46517,1.19158,-1.22567,-1.02259,-0.48093,-0.45241,-0.33116,-1.46137,-1.65722,1.82939,-2.23752,-0.76744,0.87029,-0.34396,-2.30013,-0.61523,-1.06918,-1.02607,2.74692,-0.69356,-1.31096,-0.99468,-0.23275,0.12856,-0.40363,-0.12578,-0.00285,2.27806,2.27366,-0.75691,2.12721,-0.18311,-0.43064,0.92848,0.86135,-0.07677,-0.96041,1
174|1|training,-0.41181,-0.29311,-0.15629,-0.21683,-0.21004,1.30324,-0.02591,0.56182,-0.54717,0.59703,-0.26328,-1.80421,-0.33747,0.88489,0.27626,1.27781,-0.36678,-1.59272,-0.77503,-0.8479,-0.9232,-0.9673,-1.02657,-0.21202,-0.77676,-0.02367,-0.78065,-0.21803,-0.2213,0.20249,0.57925,-0.26215,0.81464,-1.00886,0.09861,-1.04161,0.3656,1.29026,0.31175,-0.8347,0.21641,-0.51802,-0.34371,1.79768,-0.54147,-0.12676,-0.5265,0.87356,-0.37016,0.58593,-0.49012,-0.12719,1.88872,-1.16823,0.35543,-0.85516,0.50322,1.25705,-0.89745,-0.40006,0.56621,-0.28966,1.55595,0.30169,-0.15495,-0.59323,-0.76194,0.50433,-0.23051,-0.74313,-0.19834,0.179,-0.5309,-0.53416,0.28847,-0.65877,1.07595,-0.48093,-0.45241,-0.77005,-0.86631,0.10943,-0.54663,0.79707,-0.15338,-1.14904,0.15751,1.0826,1.25944,0.30069,0.97679,0.00301,-0.69356,0.14705,-0.40281,-0.28347,-0.42901,-0.40363,-0.10156,-0.71579,-0.95309,0.02302,-0.75691,-1.23482,0.67624,2.3221,0.50421,0.75976,-0.8161,-0.61642,1
175|1|training,-0.41181,-0.24177,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,-0.73733,-0.59804,-0.22588,0.50759,-0.33747,-0.67473,0.07987,-0.27799,-0.27874,-0.4147,-0.77503,0.37871,0.26334,0.41138,1.07007,-0.17459,0.36859,1.01581,-0.91988,-0.17651,0.75622,-0.3917,-0.43793,-0.26215,-0.47633,0.19323,-1.9197,-1.04161,-0.55359,0.29428,3.42084,2.95019,-0.68514,-0.51802,-0.34371,-1.19388,-0.54147,-0.33207,0.54869,1.44854,-0.37016,-0.30225,-0.65534,-0.15507,0.66982,-0.6867,0.6997,-0.78234,0.71627,-0.44141,0.68227,-0.58069,-0.73673,-0.28966,0.79567,-0.4768,0.55022,-0.59323,-0.76194,-1.48075,-2.02332,1.94525,1.92342,0.75657,-0.5309,-0.46517,1.25008,0.47505,0.54555,-0.48093,-0.45241,-0.77005,0.32379,0.07211,-0.54663,-0.64092,-0.76744,0.87029,-0.98996,-0.98946,-0.61523,-0.0907,0.3842,0.0447,2.87994,-0.42574,-0.00823,-0.28536,0.96491,-0.40363,-0.49761,-0.97754,-0.21048,0.27309,-0.75691,0.15469,0.96834,2.3221,1.09652,-0.4677,-0.74217,0.07156,1
176|1|training,0.05477,0.54938,-0.15629,-0.21683,-0.24619,0.3028,-0.07432,0.49547,0.13337,0.5542,-0.26631,0.09906,1.51845,-1.41349,1.28918,-0.27799,0.93066,1.41336,-0.77503,-0.55213,-0.00415,-0.9673,-0.70032,-0.21505,0.13608,-1.67337,1.51391,-0.22139,-1.16206,-0.51233,0.41452,0.51522,-0.47633,0.27458,0.93352,-0.45834,0.27246,-0.04778,-0.31007,-0.21365,2.72069,-0.51802,0.78151,-0.65777,0.10717,-0.02363,0.91895,-0.88796,0.1362,-0.30225,-1.23476,0.9643,0.42238,1.13509,0.00246,1.31552,-0.77506,-0.44141,-0.89745,-0.43809,0.09828,-0.28966,-1.38336,1.67901,-0.82391,-0.59323,-0.76194,0.28231,-0.1047,-0.50846,-0.25995,0.75657,-0.5309,-0.30178,0.55749,1.63871,0.33682,0.33565,0.64323,-0.18487,1.54521,0.6823,-0.54663,-0.7077,-0.76744,-1.14904,0.19441,-0.78635,0.27277,-1.01768,-0.2042,0.35618,0.05876,-0.62246,-0.94276,-0.89619,-0.83985,-0.40363,0.1232,0.1832,0.78906,0.54948,-0.14912,-0.72287,-0.04318,-0.43064,0.01346,-0.4677,-0.56706,-0.90609,1
177|1|training,3.60479,0.43249,-0.15629,-0.21683,-0.67994,1.29336,-0.65535,-0.36697,-0.35702,-0.59804,-0.28031,0.36246,-0.33747,0.26104,-1.09843,-0.27799,3.15486,0.6768,-0.77503,-1.26782,0.86682,-0.9673,0.79659,-0.22907,0.85945,-1.14311,0.85246,-0.23694,0.33728,-0.90101,1.67467,0.33013,1.24497,0.70841,2.27782,-1.04161,-0.55359,0.6289,-0.31007,0.2785,0.64758,-0.51802,-0.34371,-0.90894,-0.54147,4.06778,0.12847,-0.71547,3.98891,-0.30225,0.21017,2.39418,-0.89733,0.84133,-0.17258,2.34023,-0.77506,-0.44141,-0.89745,-0.94195,1.33265,-0.28966,-1.11628,0.04219,-0.54415,2.29737,-0.76194,-0.36414,1.36309,0.56828,-0.491,0.75657,-0.5309,-0.87911,0.99705,-0.65877,-0.33653,2.58125,-0.45241,-0.77005,-0.86631,-1.82826,-0.54663,-1.52536,-0.76744,0.87029,0.01552,-1.71235,0.79077,-0.0907,0.46967,1.32332,0.49761,-0.77213,-0.40281,-0.89619,-0.7078,-0.40363,0.08396,-0.07785,2.83352,2.02359,-0.75691,2.07476,-0.68687,-0.43064,-0.11443,-0.4677,-0.29857,-0.34123,1
178|1|training,-0.41181,-0.21932,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,-1.30778,-0.59804,-0.20953,0.93793,-0.33747,1.00966,-1.68758,-0.27799,-1.07111,-1.31862,-0.77503,1.1019,0.27882,-0.9673,-0.07852,-0.15823,0.07407,-0.27954,1.86618,-0.15836,1.00758,0.06668,-2.55054,-0.26215,-0.47633,-0.11588,-0.15545,-1.04161,-0.55359,-1.24497,-0.31007,-0.25583,-0.68514,-0.51802,-0.34371,-0.91058,-0.54147,1.84694,0.59194,-1.55689,-0.37016,-0.30225,0.77094,0.00376,-0.89733,0.82325,1.27085,9e-05,-0.77506,-0.44141,-0.89745,-1.12258,-2.80612,-0.28966,1.78512,-0.4768,0.43163,-0.59323,-0.76194,0.75246,0.24757,0.88301,-0.3154,-1.32269,-0.5309,2.88768,0.09343,-1.22567,0.92125,-0.48093,4.47797,-0.77005,-1.46137,-0.79275,-0.54663,0.16459,-0.76744,-1.14904,-0.10167,0.25091,-0.61523,2.49249,0.24061,0.07141,-0.69356,1.78731,-1.19197,-0.12708,1.13219,2.74804,2.10354,1.01355,0.48718,-1.97755,-0.64504,-0.0972,-0.68687,2.3221,-1.69246,-0.4677,2.85101,2.79597,1
179|1|training,0.98792,1.23147,-0.15629,-0.21683,-0.67994,0.37693,-0.65535,-0.36697,-0.65583,-0.59804,-0.22091,0.40427,-0.33747,1.33049,1.34234,-0.27799,0.74002,-0.28568,-0.77503,-0.90238,-0.68862,-0.9673,2.3593,-0.16962,2.26192,-0.9375,0.76204,-0.17099,1.29485,-0.28257,0.66867,-0.26215,-0.47633,2.18036,2.00829,0.9415,-0.55359,-1.24497,-0.31007,0.66017,-0.68514,-0.51802,-0.34371,1.176,-0.54147,-1.85137,0.12766,-0.28944,1.14891,-0.30225,-2.31955,1.40488,0.8937,1.20387,3.27826,0.66833,-0.77506,-0.44141,-0.89745,-0.50328,0.34723,-0.28966,0.75134,-0.4768,-0.72602,-0.59323,-0.76194,0.75246,-0.572,1.0179,0.88867,-1.71874,-0.5309,-0.37647,0.94954,1.68986,-0.83202,3.60197,-0.45241,2.15588,1.5989,-0.08587,-0.54663,1.08342,-0.76744,0.87029,0.86298,0.48421,1.79506,2.08991,0.92633,2.95356,-0.69356,-0.2782,2.19016,-0.89619,-0.58832,-0.40363,0.61465,-0.06442,1.29152,0.59461,-0.32779,0.51344,1.24421,2.3221,1.33151,-0.4677,-0.64711,2.37139,1
180|1|training,-0.41181,-0.25408,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,-0.85142,-0.59804,3.69022,0.02633,-0.33747,-2.35911,-1.33409,-0.27799,-1.07111,-1.92478,-0.77503,-0.90908,-0.57337,1.51303,0.57781,-0.18357,0.07407,-0.85526,0.41874,-0.18647,-2.00875,0.06668,0.26627,-0.26215,-0.47633,-0.11588,0.67701,-1.04161,-0.55359,-0.04778,-0.31007,0.14492,-0.68514,-0.51802,2.04739,-0.66877,-0.54147,0.25028,-0.18591,-1.25528,-0.37016,-0.30225,0.34903,-1.60818,0.35639,0.08384,0.77257,-1.04216,-0.77506,-0.44141,1.63009,-0.68907,-0.04694,-0.28966,-0.20672,-0.4768,-0.40135,-0.59323,-0.76194,-0.14082,1.20373,0.88301,0.21138,-0.6296,-0.5309,0.9008,-0.2837,-0.88553,0.04461,-0.48093,1.73887,-0.77005,-1.10434,-1.05863,1.82939,0.18054,-0.76744,-1.14904,-0.65206,0.29876,-0.61523,-0.32554,-1.35941,0.28964,-0.69356,0.75455,-0.71847,-0.25256,1.13219,-0.40363,-0.73561,-1.37227,-1.56628,-0.17704,-0.31109,-1.49834,-0.68687,-0.43064,-1.41327,-0.4677,0.72172,-0.67146,1
181|1|training,-0.41181,-0.23494,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,-0.65583,-0.59804,-0.22091,-0.48944,-0.33747,-0.27368,0.33237,4.70057,-1.07111,-0.03931,0.11496,0.65833,-0.55496,0.95823,0.48405,-0.16962,-0.26252,1.52984,-0.11549,-0.17099,-0.1415,-0.28257,-0.94093,-0.26215,-0.47633,-0.46915,0.27406,0.9415,-0.55359,-1.24497,7.15176,0.66017,-0.68514,-0.51802,-0.34371,0.11803,-0.54147,0.37884,0.08975,0.52485,-0.37016,-0.30225,0.19515,-0.43856,0.8937,-1.60728,0.84602,0.9245,1.21337,-0.44141,0.90794,-0.50328,0.34723,-0.28966,-0.54367,-0.4768,1.81921,-0.59323,1.0873,-1.16172,1.47692,1.0179,0.13612,0.75657,3.26359,-1.08607,-0.45452,-0.25383,-0.83202,-0.48093,-0.45241,-0.77005,-0.44128,-1.34262,1.82939,0.79014,3.22395,0.87029,-1.02254,0.63055,-0.61523,-0.59392,-1.35941,0.20559,-0.69356,-1.31096,-0.51555,0.47322,1.32335,-0.40363,0.49565,1.75656,-0.15605,-0.26278,-0.75691,-0.06055,-0.68687,-0.43064,-1.67893,-0.4677,-1.40757,-0.45916,1
182|1|training,2.94753,2.49792,-0.15629,-0.21683,-0.67994,-0.62401,0.09998,-0.36697,0.97404,-0.59804,-0.25695,0.77473,-0.33747,-2.07838,-1.02479,-0.27799,2.09837,0.34947,-0.77503,-0.98379,0.50253,-0.9673,-0.98099,-0.20569,-0.73585,-1.14311,1.47446,-0.211,-2.07159,-0.77368,0.97047,2.60811,-0.47633,-0.96593,2.29118,-0.33335,-0.55359,-1.24497,-0.31007,-0.80687,0.33661,-0.51802,-0.34371,-2.08217,0.30177,3.53507,0.83124,-1.57228,3.27561,-0.30225,0.73735,1.63197,-0.11375,1.47955,-0.12864,2.20737,-0.77506,-0.44141,-0.89745,0.50309,0.98775,-0.28966,-1.31197,1.39157,-0.01696,-0.59323,-0.76194,-2.03906,0.06829,1.06005,-1.03973,0.75657,-0.5309,-0.46517,1.53668,-0.5879,-0.65669,-0.48093,-0.45241,-0.03857,-0.79193,-2.09307,-0.54663,-1.89494,-0.76744,-1.14904,-0.50681,-2.40386,-0.61523,-0.67779,-1.103,2.87226,-0.69356,-1.31096,-0.30416,-0.20354,0.12856,-0.40363,0.0246,-0.63648,2.17223,1.39841,0.69076,1.70887,0.08556,-0.43064,0.78852,-0.4677,-0.07677,-0.23803,1
183|1|training,-0.41181,-0.23494,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,-0.65583,-0.59804,-0.22091,-1.22838,-0.33747,-1.07577,0.33237,4.70057,-0.16555,-1.27201,-0.77503,-0.74165,1.68847,0.58058,3.29693,-0.16962,1.42044,-0.9375,0.04231,-0.17099,-2.29602,0.59054,-0.94093,-0.26215,-0.47633,1.29719,-0.60461,-1.04161,-0.55359,0.55082,-0.31007,1.80518,-0.68514,1.36204,3.48205,-1.25385,7.8909,0.69833,-0.29139,-0.72247,-0.37016,-0.30225,0.70105,-0.65599,0.8937,-0.7652,3.98598,-0.79445,-0.77506,-0.01493,0.90794,-0.50328,-1.22944,-0.28966,2.45681,-0.4768,-0.1288,3.20068,-0.76194,0.75246,0.79395,0.34346,0.13612,0.26151,-0.5309,-0.37647,2.16385,0.71801,0.04461,-0.48093,2.83451,-0.77005,0.57881,-0.24931,-0.54663,-0.29284,-0.76744,-1.14904,-0.96042,0.04155,-0.61523,-0.59392,-1.35941,-0.24866,-0.69356,-1.31096,1.51373,-0.2172,0.36752,-0.40363,2.75141,-0.9842,-0.89915,0.59461,-0.28437,-1.18179,-0.68687,-0.43064,0.32325,0.8925,-0.64711,-0.45916,1
184|1|training,-0.41181,-0.26508,-0.15629,-0.21683,0.25986,0.33573,-0.65535,-0.36697,0.21343,-0.59804,-0.24286,-0.458,-0.33747,0.72893,0.66902,-0.27799,-0.54287,-0.57789,-0.77503,0.92203,-0.18433,-0.9673,-0.2973,-0.19159,-0.12227,0.77593,-0.4705,-0.19537,0.75622,0.88157,-0.67267,-0.26215,-0.47633,-0.32195,-0.07467,-1.04161,-0.55359,-0.26545,-0.31007,0.61246,-0.68514,-0.51802,1.56917,-0.20555,-0.54147,-0.30683,-0.44633,1.33876,-0.37016,-0.30225,-0.8631,-0.38836,0.14744,0.55772,0.77546,-0.62014,0.71627,-0.44141,-0.89745,0.32246,-0.5068,2.00725,-1.05938,-0.4768,0.55304,-0.59323,-0.76194,0.75246,0.16789,0.9617,-0.92998,-0.97615,-0.5309,-0.25821,-1.12267,1.04196,-0.75233,1.05016,1.34045,-0.77005,0.91884,1.16237,-0.54663,-0.61262,0.37295,-1.14904,0.24876,-0.74736,0.79077,-0.87349,0.64061,-0.28092,1.68877,0.379,-0.79739,-0.28594,-0.42901,-0.40363,0.19622,-0.39907,-0.46556,-0.47712,0.64901,-0.16692,0.36644,-0.43064,-0.9895,-0.4677,-0.52037,-0.75401,1
185|1|training,0.63799,-0.24811,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,-0.80071,-0.59804,-0.2305,0.60372,-0.33747,-0.3628,0.27626,-0.27799,0.33754,-0.2282,-0.77503,-0.04,0.18878,0.29833,1.52586,-0.17922,0.85945,0.61601,-0.77584,-0.18164,0.89586,-0.47659,-0.04671,-0.26215,-0.47633,0.70841,-0.58343,-1.04161,-0.55359,0.10187,2.1772,2.95019,-0.68514,-0.51802,-0.34371,-1.51396,-0.54147,-0.31726,0.25794,1.13601,0.76914,-0.30225,-0.80051,0.08805,0.4957,-0.60684,0.03647,-0.3109,0.418,-0.44141,0.50674,-0.6409,-0.35351,-0.28966,0.01813,-0.4768,0.33854,1.93605,-0.76194,-1.23262,-1.55852,2.14196,2.14291,0.75657,-0.5309,-0.53416,1.34539,0.66402,0.26377,-0.48093,-0.45241,-0.77005,0.52214,-0.39261,-0.54663,-0.66232,-0.76744,0.87029,-0.99805,-1.37542,-0.61523,0.30069,0.19046,0.61558,2.48289,-0.53639,0.38636,-0.28892,1.42956,-0.40363,-0.44244,-0.8305,0.37386,0.68988,-0.75691,-0.61654,0.76144,2.3221,0.42886,-0.4677,-0.8161,0.48435,1
